Description	Valence_value	Arousal_value
puzzled	3.6159999999999997	4.638728813559322
cater	6.573	4.148728813559322
wretch	2.365	5.55635593220339
immoral	2.8113333333333337	5.4271186440677965
tooth	4.786	3.124406779661017
reeling	3.616	5.203389830508475
punishable	3.002	5.1516101694915255
ancestral	6.359999999999999	4.143220338983051
fulfill	7.301	4.093474576271186
clutches	5.336	3.7711864406779663
inner	5.259	2.9703389830508478
intermediary	4.416	4.932203389830509
theologian	5.168	3.186440677966102
govern	5.052	5.234661016949153
weed	4.661	3.9408474576271186
bunt	4.336	4.186440677966102
flapping	4.664	6.779661016949153
hearts	8.584	5.627118644067798
bookkeeper	5.21	3.6482203389830508
homesweethome	7.367999999999999	3.8305084745762716
justifiable	6.693999999999999	3.845084745762712
arcane	5.125	4.18635593220339
battalion	4.401999999999999	6.151186440677966
altar	6.191000000000001	3.969915254237288
thyroid	3.576	3.8030508474576274
scroll	4.66	4.904576271186441
collapse	3.0170000000000003	6.2945762711864415
sissy	3.408	4.600960451977401
archaic	3.834	3.880677966101695
headlight	5.422000000000001	4.025649717514124
elder	5.3469999999999995	2.2033898305084745
aardvark	5.338	3.58635593220339
inconclusive	3.007	4.202966101694916
murder	1.484	7.416610169491526
characterize	6.166	3.920847457627119
streaked	4.664	4.220338983050848
crucifixion	2.45	6.746440677966103
rely	6.628	4.022881355932203
hulk	5.0649999999999995	5.890677966101695
marooned	3.546	5.288983050847458
curable	7.584	3.084745762711864
brevity	4.672	4.288135593220339
driver	5.907	4.159745762711864
jornada	4.336	4.8474576271186445
bed	6.834	2.8954237288135594
gunner	3.475	6.859491525423729
mutation	3.9899999999999998	5.10225988700565
epidermis	4.343999999999999	4.76271186440678
devoted	7.502	4.257344632768362
eclipse	6.0440000000000005	4.852372881355932
acetylene	3.779	4.127372881355932
spiders	3.08	6.508474576271187
constantly	6.303999999999999	5.364406779661018
electoral	4.5649999999999995	4.908813559322034
hygiene	6.814	3.8361864406779658
hinder	3.6393333333333335	4.237005649717514
raise	7.65	5.757627118644068
bombard	2.248	8.754237288135593
emu	4.904999999999999	3.8220338983050848
satyr	3.645	5.08271186440678
fielder	5.192	4.001779661016949
incident	2.936	5.935169491525425
suit	6.5489999999999995	3.025
candlestick	5.2669999999999995	4.330084745762712
birthmark	5.32	3.7584745762711864
squelch	3.168	4.932203389830509
classify	5.8839999999999995	4.171610169491526
task	5.725	3.7158474576271185
hyena	4.404	5.666694915254238
prematurely	3.336	6.177966101694916
resume	5.237	3.8816101694915255
boards	4.752	2.898305084745763
prove	5.832	4.133474576271187
waistline	5.19	4.382033898305085
incongruous	2.416	4.88135593220339
rubdown	6.004	4.505593220338984
presence	6.871	3.93135593220339
cyclical	4.04	4.423728813559323
stockbroker	4.193	4.719491525423729
bunker	4.35	5.271779661016949
impress	6.888999999999999	5.8676271186440685
aspiring	7.321	4.976186440677967
truelove	7.88	5.694915254237288
tyre	4.84	3.6440677966101696
ventilator	4.3340000000000005	3.8258474576271184
rationalism	5.496	4.8474576271186445
syllable	4.7669999999999995	2.614406779661017
firearms	2.76	8.601694915254237
obstetrician	5.168	6.000000000000001
lying	2.664	6.576271186440679
credibility	7.5	4.139406779661018
propagation	3.832	6.64406779661017
originality	7.562000000000001	4.923728813559322
meadow	6.638	2.1659322033898305
windy	4.82	4.712457627118645
vanguard	5.856999999999999	4.616949152542373
hookup	5.890000000000001	4.951610169491525
composer	6.998	4.476610169491526
aspire	6.963	4.132372881355932
stream	5.746	4.7555084745762715
expire	4.372	5.461864406779661
taffeta	5.832	2.9745762711864403
toga	5.9719999999999995	3.8453389830508473
detriment	3.459	4.784745762711864
relics	6.752000000000001	5.52542372881356
insignia	5.945	2.915
tic	3.704	4.3660169491525425
auxiliary	5.618	4.105847457627119
dormitory	5.561999999999999	3.419491525423729
martingale	4.752	4.932203389830509
stiffness	3.5839999999999996	4.8474576271186445
celebrity	6.25	5.357966101694916
termination	3.351	5.255084745762712
dumpster	3.1559999999999997	4.076271186440678
whipped	2.584	7.423728813559323
brilliance	8.004999999999999	5.776779661016949
ciao	5.336	4.220338983050848
stabbed	1.248	8.025423728813559
unrepentant	2.92	4.38135593220339
prawn	4.862	3.0729661016949152
victor	7.416	5.584745762711865
seaweed	4.544	3.466949152542373
hypertrophy	3.496	5.90677966101695
toothpick	5.189	2.885338983050848
presume	4.292	4.695762711864407
asylum	3.748	4.478389830508474
kitten	7.322666666666667	3.928983050847457
insomniac	2.848	3.7203389830508478
caster	5.832	6.28813559322034
reappear	6.504	5.90677966101695
airliner	6.193	5.5974576271186445
assignment	5.127	4.216525423728814
mountains	7.127999999999999	4.279661016949152
sector	5.211	3.110169491525424
perm	5.693	3.8704237288135594
banish	3.077	5.528728813559322
fumigation	3.616	5.923728813559323
whitish	5.664	2.9745762711864403
adjudication	5.408	4.52542372881356
gallbladder	4.090999999999999	3.675847457627119
cellist	6.088	4.3487288135593225
endowment	6.24	4.589237288135593
subsidize	5.832	5.822033898305085
ceremony	6.73	4.588728813559322
export	5.163	4.83093220338983
malign	2.12	7.093220338983052
clemency	5.4510000000000005	3.7220338983050847
strife	3.716	6.195169491525424
riding	6.5520000000000005	6.152542372881356
honorable	8.192	4.440847457627119
cultivated	7.696000000000001	3.516949152542373
minion	5.125	4.627118644067797
overture	5.125	4.153474576271186
subsidy	5.584	4.52542372881356
unravel	4.206999999999999	4.918983050847458
bobcat	5.438000000000001	4.88135593220339
illuminator	7.16	5.40677966101695
hunchback	3.1820000000000004	3.9026271186440677
trauma	2.2953333333333332	6.174011299435029
bohemian	6.013	4.818728813559322
floater	4.52	3.6698305084745764
feces	2.575	4.204661016949153
destruct	2.534	7.028050847457628
mince	4.783	4.616610169491525
schizophrenia	2.578	7.413898305084746
copper	5.619999999999999	3.4767796610169492
mom	8.028	4.038813559322034
torpedo	3.231	5.9094915254237295
flux	4.477	4.395084745762713
surgery	3.1093333333333333	6.342372881355932
marl	3.9760000000000004	4.601694915254238
new age	5.801	4.856016949152543
entrepreneur	7.109999999999999	5.12813559322034
sou	4.84	3.915254237288136
clingy	3.091	4.274237288135593
snowboard	5.696999999999999	5.661440677966102
overlord	5.365	5.894237288135594
female	7.688	5.458474576271187
selective	5.553	3.75042372881356
outfit	6.5649999999999995	4.47635593220339
woe	3.55	5.227881355932204
publish	6.311	4.457881355932203
payoff	6.71	6.143898305084746
congressman	4.106999999999999	4.345847457627119
multiplicity	6.416	4.76271186440678
inalienable	5.298	4.45
expectant	6.664	6.118644067796611
covet	3.9480000000000004	5.625932203389831
werewolf	3.365	6.241525423728813
swat	4.21	6.350762711864407
innovate	8.184000000000001	8.0
flunk	1.891	4.487118644067797
bad	2.62	5.3833898305084755
reach	6.266	4.628389830508475
ransom	3.9880000000000004	5.919915254237289
magnolia	6.132	3.8534745762711866
jointly	6.664	4.211864406779661
ambitious	5.601	6.663898305084746
playhouse	6.521000000000001	5.17906779661017
meat	6.258	4.238983050847458
poltergeist	3.7840000000000003	6.402118644067797
suggestion	5.978999999999999	3.9416949152542373
elucidation	6.2	5.47457627118644
ventricle	5.03	3.5149152542372883
impressionable	6.508000000000001	5.3559322033898304
cognate	5.92	3.576271186440678
recipe	6.717	3.6783898305084746
Coke	6.62	4.45
accomplice	4.4319999999999995	5.01271186440678
abomination	2.0620000000000003	6.454237288135594
toenail	4.595000000000001	3.445254237288136
indoctrination	3.616	6.177966101694916
dietary	5.408	2.4745762711864407
hot	5.325	5.8206779661016945
overreact	3.519	6.7844915254237295
coke	5.391	4.408474576271186
snowman	7.103999999999999	3.418135593220339
nightie	6.575	4.234152542372881
handle	6.157	4.464576271186441
mauve	5.1819999999999995	3.1433898305084744
bushel	5.008	4.0899152542372885
despise	2.4819999999999998	5.991242937853108
directly	6.976	4.0
eulogium	5.336	4.694915254237289
rebellion	3.875	6.422118644067797
majority	5.711	4.827966101694916
banishment	2.2800000000000002	7.177966101694916
squealer	4.404	5.554237288135593
tidal	5.533	5.113983050847458
bun	4.930999999999999	3.1266949152542374
misunderstood	2.416	5.90677966101695
monologue	5.215	3.0334745762711863
companionship	7.782	4.686016949152542
accrue	5.16	4.686440677966102
bounty	5.725	5.929237288135593
likewise	6.207999999999999	2.4491525423728815
spontaneous	6.9350000000000005	5.609237288135594
clog	2.391	4.538728813559322
financial	5.668	4.698728813559322
tiring	2.952	4.241101694915255
ogre	2.825	5.85771186440678
oligarchy	3.616	5.415254237288137
bladder	4.414	3.940847457627119
midshipman	4.7509999999999994	4.271016949152543
cauliflower	4.967	2.530593220338983
numerical	4.916	3.0494915254237287
rebate	6.336	5.432203389830509
palomino	5.784	3.9138983050847456
byzantine	4.934	4.072203389830508
adherence	7.08	3.211864406779661
shortcoming	2.56	3.7457627118644066
mop	4.349	3.7479661016949155
junky	3.565	4.976271186440679
behemoth	5.664	7.228813559322034
edgy	4.029	6.292457627118644
dental	5.157	4.411949152542373
mistrust	2.04	5.633983050847458
humiliating	1.828	6.088983050847458
hilly	5.922000000000001	4.049745762711865
dependence	3.3	3.9911016949152542
glove	5.555	3.0646610169491524
toffee	6.227	4.966101694915254
conduction	5.24	5.330508474576272
appellant	3.616	5.593220338983051
immeasurable	5.08	5.177966101694916
kidnapping	1.9009999999999998	6.713898305084745
depot	5.63	2.9805932203389833
refining	6.5520000000000005	4.559322033898305
con	3.125	5.683728813559322
papal	4.944	3.186440677966102
honey	7.453333333333333	4.384237288135593
impractical	3.0250000000000004	4.150593220338983
substation	4.590999999999999	3.9034745762711864
remit	5.08	4.923728813559323
wherefore	5.488	3.6355932203389836
exude	4.0	5.008474576271187
girl	6.9799999999999995	4.992542372881356
loch	5.131	3.245847457627119
styling	6.6419999999999995	3.7667796610169493
nonsense	3.7739999999999996	4.600056497175141
prevalent	6.5520000000000005	4.254237288135593
malarkey	4.309	4.588728813559323
ringer	5.2669999999999995	4.984406779661017
obediently	7.416	3.186440677966102
chatty	5.086	4.922118644067797
mainframe	5.1240000000000006	4.356355932203391
enema	3.269	5.221779661016949
accelerant	5.367	6.28635593220339
repair	5.276999999999999	3.9442372881355934
barf	3.02	4.885593220338983
cabernet	5.6419999999999995	3.4597457627118646
polite	7.493	3.381779661016949
turd	2.71	4.799237288135593
report	5.217	3.946440677966102
mount	5.1899999999999995	3.587372881355932
alerts	3.696	7.423728813559323
ad	4.639	4.957372881355932
heaviness	2.752	5.262711864406779
siren	4.68	6.011864406779662
invulnerable	5.7330000000000005	5.124152542372881
furlough	5.099	3.8105932203389834
amusement	7.716	6.261694915254238
triangulate	4.582	3.915254237288136
vault	5.38	3.3367796610169487
coping	5.496	5.9491525423728815
spree	5.731	5.614406779661017
spooky	3.116	6.9406779661016955
lotus	6.036	3.787542372881356
diversify	6.247999999999999	5.593220338983051
bestow	6.374	4.577966101694916
peninsula	5.679	3.7072033898305086
liberation	6.85	5.551779661016949
terribly	1.488	6.805084745762712
rough	4.222666666666666	6.032994350282486
chattering	4.68	6.228813559322034
degree	6.211	3.9016949152542373
incurable	1.866	5.58135593220339
seething	3.496	7.567796610169491
precinct	4.425	4.10635593220339
stripped	3.04	5.822033898305085
fragment	3.6390000000000002	3.4190677966101695
shunned	3.168	4.5423728813559325
recycling	5.833	3.421016949152542
nibble	5.854	4.6198305084745765
dragon	6.004	6.508898305084745
loosen	4.948	3.733050847457627
craziness	3.362	7.567542372881356
proclamation	6.186999999999999	5.705084745762712
imagery	6.542	3.965677966101695
plywood	5.114000000000001	2.678220338983051
snags	2.416	6.720338983050848
inert	3.5839999999999996	2.1355932203389827
pathology	3.539	4.752966101694916
wine	6.378666666666668	4.388022598870057
antiques	5.975	3.712881355932203
ley	5.832	3.906779661016949
quartermaster	4.9990000000000006	4.76271186440678
mucus	2.7746666666666666	3.602937853107344
truculent	2.6799999999999997	6.805084745762712
grass	6.140666666666667	3.1766666666666663
rejoin	6.045	4.257118644067797
plumage	6.247999999999999	3.0338983050847457
musical	7.9719999999999995	5.789576271186441
jungle	5.35	4.496101694915254
feudal	3.9360000000000004	3.7457627118644066
delinquent	2.4290000000000003	6.585593220338984
souvenir	7.321	4.187881355932204
adhering	5.896	5.364406779661018
complain	2.622	5.784915254237289
axe	3.4240000000000004	6.048813559322033
detrimental	2.624	6.364406779661018
retaliation	2.624	6.330762711864407
sincere	7.602	3.3829661016949153
disciplined	6.487	4.411864406779662
satisfying	7.800000000000001	5.287881355932203
premiere	6.8389999999999995	5.480508474576271
wrapping	4.68	3.7288135593220337
lifeline	6.324999999999999	4.87406779661017
peeper	2.673	5.285508474576272
gumption	5.16	4.909745762711864
twelfth	5.168	3.084745762711864
sack	4.595000000000001	3.8530508474576273
blinded	2.96	4.601694915254238
casino	5.608666666666667	6.32225988700565
testosterone	5.3919999999999995	7.239406779661017
trappings	4.664	4.52542372881356
forming	6.832000000000001	3.516949152542373
reviewer	5.328	3.2377118644067795
bisque	5.981999999999999	3.5722033898305083
infused	4.08	4.618644067796611
core	6.479	3.526779661016949
daytime	7.29	3.6779661016949152
triathlon	5.109	5.624491525423728
comparable	5.448	4.182203389830509
housewife	5.834	3.6997457627118644
magistrate	5.203	4.437457627118644
asthmatic	3.081	4.9866101694915255
resisting	4.263999999999999	7.186440677966101
housekeeping	5.691	4.1387288135593225
hash	3.851	4.449576271186441
spurious	2.4240000000000004	4.677966101694915
ricochet	4.023	5.448728813559322
verbose	4.5120000000000005	4.677966101694915
maverick	5.231	5.444491525423729
cyberspace	6.073	5.342033898305084
wetback	2.959	3.8434745762711864
unsophisticated	3.616	4.771186440677966
constitution	5.595	3.5902542372881356
litigation	3.9519999999999995	5.69042372881356
shaking	3.2	7.805084745762713
lay	5.6739999999999995	3.5788135593220343
entice	5.2490000000000006	6.273559322033899
pottery	5.771	2.891949152542373
pervading	4.343999999999999	6.40677966101695
preemption	5.168	4.220338983050848
enchantment	7.164	6.233983050847458
dismissal	3.137	5.608644067796611
toxicity	2.1510000000000002	6.270338983050848
undergraduate	5.332	4.398728813559322
assignee	5.08	4.52542372881356
stadium	5.805	5.807203389830509
approximate	5.334	4.587966101694915
cuisine	6.744	4.201129943502825
notwithstanding	3.9360000000000004	3.288135593220339
apprehension	4.115	5.470932203389831
bathtub	6.316666666666667	3.5446892655367233
polka	5.311	4.301101694915254
modeler	5.0	4.932203389830509
hasten	5.234	5.413050847457627
nosebleed	2.692	6.22822033898305
quibble	3.7729999999999997	5.057627118644069
lastminute	4.343999999999999	5.542372881355933
realty	5.507	3.800847457627119
scrounger	3.617	5.25635593220339
dredge	3.8680000000000003	3.8706779661016952
seminar	5.432	3.7005084745762713
quirk	5.26	3.7272033898305086
motivating	8.664	7.559322033898305
diverting	4.168	5.449152542372882
paradoxical	4.248	5.2457627118644075
undressed	5.0	6.179237288135593
stimulus	6.398999999999999	5.955932203389831
adrenalin	7.125	6.728389830508474
mathematics	4.696999999999999	4.313305084745763
supervision	4.465999999999999	5.279237288135594
brigade	5.131	5.5335593220338986
archer	5.584	5.88135593220339
curtailment	2.84	5.508474576271187
generate	6.654	4.097457627118644
dreamt	7.496	3.8305084745762716
blaze	5.526999999999999	4.948898305084747
kaput	3.599	4.398728813559322
inland	5.08	4.1440677966101696
strange	4.116	4.864406779661017
strut	5.619999999999999	5.068983050847457
disregard	3.468	4.796610169491526
extinguish	3.785	5.2007627118644075
prenatal	6.41	3.868220338983051
designing	7.336	3.61864406779661
fears	1.488	7.567796610169491
integration	6.228999999999999	4.528983050847458
reserve	5.91	3.6096610169491528
softly	5.136	2.3559322033898304
heft	5.024	3.491525423728814
ingestion	4.432	5.796610169491526
king	6.558666666666667	5.472542372881356
litigious	3.88	6.8474576271186445
professionalism	6.704	4.462457627118645
refine	5.697	4.054237288135593
mannequin	4.883	3.5347457627118644
Bacardi	5.68	4.36
pertussis	3.2319999999999998	5.432203389830509
altar boy	4.616	2.732966101694915
worthy	7.0280000000000005	4.130762711864406
gal	5.135	4.507372881355932
sports car	6.871	5.684237288135593
tomorrow	7.336	3.805084745762712
encampment	6.416	5.466101694915254
